,Title,Published_date,Views,Month
1256,The unpaid work that GDP ignores -- and why it really counts | Marilyn Waring,2/17/20,71663,Feb
1257,How motivation can fix public systems | Abhishek Gopalka,2/15/20,76613,Feb
1258,"How online marketplaces can help local economies, not hurt them | Amane Dannouni",2/14/20,71218,Feb
1259,How supply chain transparency can help the planet | Markus Mutz,2/14/20,67841,Feb
1260,Why gender-based marketing is bad for business | Gaby Barrios,2/14/20,35054,Feb
1261,Why I draw with robots | Sougwen Chung,2/14/20,25687,Feb
1262,How humans and AI can work together to create better businesses | Sylvain Duranton,2/14/20,26491,Feb
1263,"To challenge the status quo, find a ""co-conspirator"" | Ipsita Dasgupta",2/14/20,14972,Feb
1264,A guide to collaborative leadership | Lorna Davis,2/14/20,146455,Feb
1265,Does photographing a moment steal the experience from you? | Erin Sullivan,2/14/20,148028,Feb
1266,A personal health coach for those living with chronic diseases | Priscilla Pemu,2/13/20,69258,Feb
1267,"The evolution of the coffee cup lid | Small Thing Big Idea, a TED series",2/12/20,131768,Feb
1268,How designing brand-new enzymes could change the world | Adam Garske,2/11/20,68910,Feb
1269,"How surfboards connect us to nature | Small Thing Big Idea, a TED series",2/11/20,178975,Feb
1270,"5 ways to create stronger connections | The Way We Work, a TED series",2/10/20,202419,Feb
1271,"How to know if it’s time to change careers | The Way We Work, a TED series",2/10/20,308430,Feb
1272,"3 things new parents should consider before going back to work | The Way We Work, a TED series",2/10/20,53856,Feb
1273,"6 ways to improve your relationship with money | The Way We Work, a TED series",2/10/20,140251,Feb
1274,"The secret to giving great feedback | The Way We Work, a TED series",2/10/20,1120277,Feb
1275,"How to embrace emotions at work | The Way We Work, a TED series",2/10/20,210402,Feb
1276,"How burnout makes us less creative | The Way We Work, a TED series",2/10/20,144468,Feb
1277,"How to make faster decisions | The Way We Work, a TED series",2/10/20,476321,Feb
1278,Are indoor vertical farms the future of agriculture? | Stuart Oda,2/7/20,462347,Feb
1279,Why are drug prices so high? Investigating the outdated US patent system | Priti Krishtel,2/6/20,90499,Feb
1280,Why can't we talk about periods? | Jen Gunter,2/5/20,144961,Feb
1281,A path to security for the world's deadliest countries | Rachel Kleinfeld,2/4/20,66726,Feb
1282,"The power of the Afro pick | Small Thing Big Idea, a TED series",2/4/20,159153,Feb
1283,How guest worker visas could transform the US immigration system | David J. Bier,2/3/20,43334,Feb
1284,"Why ""biofabrication"" is the next industrial revolution | Suzanne Lee",1/31/20,224623,Jan
1285,Climate change will displace millions. Here's how we prepare | Colette Pichon Battle,1/30/20,138059,Jan
1286,A swarm of mini drones makes ... magic! | Marco Tempest,1/29/20,300885,Jan
1287,What a digital government looks like | Anna Piperal,1/28/20,158985,Jan
1288,"Why books are here to stay | Small Thing Big Idea, a TED series",1/28/20,340395,Jan
1289,The secret weapon that let dinosaurs take over the planet | Emma Schachner,1/28/20,118397,Jan
1290,The urgent case for antibiotic-free animals | Leon Marchal,1/27/20,52347,Jan
1291,The search for dark matter -- and what we've found so far | Risa Wechsler,1/27/20,539874,Jan
1292,"The ""opportunity gap"" in US public education -- and how to close it | Anindya Kundu",1/23/20,114560,Jan
1293,Why winning doesn't always equal success | Valorie Kondos Field,1/23/20,197174,Jan
1294,"The past, present and future of nicotine addiction | Mitch Zeller",1/22/20,117284,Jan
1295,Cara E. Yar Khan: The beautiful balance between courage and fear | TED,1/22/20,197392,Jan
1296,"Why 1.5 billion people eat with chopsticks | Small Thing Big Idea, a TED series",1/21/20,1645488,Jan
1297,How to turn off work thoughts during your free time | Guy Winch,1/21/20,302180,Jan
1298,How civilization could destroy itself -- and 4 ways we could prevent it | Nick Bostrom,1/17/20,149294,Jan
1299,What we're getting wrong in the fight to end hunger | Jasmine Crowe,1/17/20,76079,Jan
1300,How we can protect truth in the age of misinformation | Sinan Aral,1/16/20,198349,Jan
1301,Your body was forged in the spectacular death of stars | Enrico Ramirez-Ruiz,1/15/20,59285,Jan
1302,How the gut microbes you're born with affect your lifelong health | Henna-Maria Uusitupa,1/14/20,107939,Jan
1303,"The function and fashion of eyeglasses | Small Thing Big Idea, a TED series",1/14/20,142767,Jan
1304,Why lakes and rivers should have the same rights as humans | Kelsey Leonard,1/14/20,51023,Jan
1305,"To help solve global problems, look to developing countries | Bright Simons",1/13/20,53929,Jan
1306,"What is economic value, and who creates it? | Mariana Mazzucato",1/10/20,267248,Jan
1307,The paradox of efficiency | Edward Tenner,1/9/20,252605,Jan
1308,The unforeseen consequences of a fast-paced world | Kathryn Bouskill,1/8/20,151998,Jan
1309,"How the compass unlocked the world | Small Thing Big Idea, a TED series",1/8/20,212558,Jan
1310,The profound power of an authentic apology | Eve Ensler,1/7/20,108603,Jan
1311,The problem of light pollution -- and 5 ridiculously easy ways to fix it | Kelsey Johnson,1/6/20,84739,Jan
1312,A video game that helps us understand loneliness | Cornelia Geppert,1/6/20,177410,Jan
1313,3 ways to be a more effective fundraiser | Kara Logan Berlin,1/3/20,92266,Jan
1314,How I use art to tackle plastic pollution in our oceans | Alejandro Durán,1/2/20,79787,Jan
1315,How I'm using biological data to tell better stories -- and spark social change | Heidi Boisvert,1/2/20,51710,Jan
1316,Dangerous times call for dangerous women | Pat Mitchell,1/2/20,31873,Jan
1317,The incredible chemistry powering your smartphone | Cathy Mulzer,12/23/19,145805,Dec
1318,How you can use impostor syndrome to your benefit | Mike Cannon-Brookes,12/21/19,590108,Dec
1319,The search for our solar system's ninth planet | Mike Brown,12/21/19,407587,Dec
1320,How to save a language from extinction | Daniel Bögre Udell,12/19/19,76974,Dec
1321,"A creative solution for the water crisis in Flint, Michigan | LaToya Ruby Frazier",12/19/19,47200,Dec
1322,Why it's so hard to make healthy decisions | David Asch,12/19/19,394216,Dec
1323,3 questions we should ask about nuclear weapons | Emma Belcher,12/18/19,74978,Dec
1324,How to change your behavior for the better | Dan Ariely,12/17/19,559293,Dec
1325,Erika Pinheiro: What's really happening at the US-Mexico border -- and how we can do better | TED,12/16/19,77599,Dec
1326,How can we support the emotional well-being of teachers? | Sydney Jensen,12/13/19,145797,Dec
1327,How we can turn the tide on climate | Christiana Figueres and Chris Anderson,12/12/19,336548,Dec
1328,What it's like to live on the International Space Station | Cady Coleman,12/11/19,78381,Dec
1329,"Why pasta comes in all shapes and sizes | Small Thing Big Idea, a TED series",12/10/19,202446,Dec
1330,Small rockets are the next space revolution | Peter Beck,12/9/19,163991,Dec
1331,"In the war for information, will quantum computers defeat cryptographers? | Craig Costello",12/6/19,149217,Dec
1332,Hope and justice for women who've survived ISIS | Rabiaa El Garani,12/5/19,52622,Dec
1333,Amma Y. Ghartey-Tagoe Kootin: A musical that examines black identity in the 1901 World's Fair | TED,12/4/19,32562,Dec
1334,What obligation do social media platforms have to the greater good? | Eli Pariser,12/4/19,66849,Dec
1335,Our immigration conversation is broken -- here's how to have a better one | Paul A. Kramer,12/2/19,52505,Dec
1336,"Urban architecture inspired by mountains, clouds and volcanoes | Ma Yansong",11/29/19,148767,Nov
1337,What happens to people in solitary confinement | Laura Rovner,11/27/19,185514,Nov
1338,The business case for working with your toughest critics | Bob Langert | TED,11/26/19,59164,Nov
1339,The next software revolution: programming biological cells | Sara-Jane Dunn,11/26/19,161275,Nov
1340,What vaccinating vampire bats can teach us about pandemics | Daniel Streicker,11/23/19,72362,Nov
1341,How changing your story can change your life | Lori Gottlieb,11/22/19,2745049,Nov
1342,What productive conflict can offer a workplace | Jess Kutch,11/22/19,56657,Nov
1343,Lessons from fungi on markets and economics | Toby Kiers,11/22/19,45829,Nov
1344,"The price of a ""clean"" internet | Hans Block and Moritz Riesewieck",11/21/19,66229,Nov
1345,The medical potential of AI and metabolites | Leila Pirhaji,11/20/19,67925,Nov
1346,"How to bring affordable, sustainable electricity to Africa | Rose M. Mutiso",11/19/19,81009,Nov
1347,How we experience awe -- and why it matters | Beau Lotto and Cirque du Soleil,11/18/19,99815,Nov
1348,The link between fishing cats and mangrove forest conservation | Ashwin Naidu,11/15/19,54709,Nov
1349,How you can help transform the internet into a place of trust | Claire Wardle,11/15/19,50787,Nov
1350,The pride and power of representation in film | Jon M. Chu,11/14/19,55407,Nov
1351,The danger of AI is weirder than you think | Janelle Shane,11/13/19,2753850,Nov
1352,Fashion that celebrates all body types -- boldly and unapologetically | Becca McCharen-Tran,11/13/19,45457,Nov
1353,How we can eliminate child sexual abuse material from the internet | Julie Cordua,11/12/19,107054,Nov
1354,How a handful of fishing villages sparked a marine conservation revolution | Alasdair Harris,11/11/19,49439,Nov
1355,Luis H. Zayas: The psychological impact of child separation at the US-Mexico border | TED,11/11/19,41466,Nov
1356,How we're using dogs to sniff out malaria | James Logan,11/8/19,51637,Nov
1357,Marcus Bullock: An app that helps incarcerated people stay connected to their families | TED,11/8/19,36154,Nov
1358,A circular economy for salt that keeps rivers clean | Tina Arrowood,11/7/19,35936,Nov
1359,A coral reef love story | Ayana Elizabeth Johnson | TED,11/6/19,56548,Nov
1360,How nanoparticles could change the way we treat cancer | Joy Wolfram,11/6/19,72582,Nov
1361,Revelations from a lifetime of dance | Judith Jamison and the Alvin Ailey American Dance Theater,11/5/19,84801,Nov
1362,"After billions of years of monotony, the universe is waking up | David Deutsch",11/5/19,141273,Nov
1363,How we're using DNA tech to help farmers fight crop diseases | Laura Boykin,11/4/19,37365,Nov
1364,What Bruce Lee can teach us about living fully | Shannon Lee,11/4/19,231436,Nov
1365,A radical plan to end plastic waste | Andrew Forrest,11/1/19,704334,Nov
1366,Juan Enriquez: A personal plea for humanity at the US-Mexico border | TED,11/1/19,32346,Nov
1367,The transformative power of video games | Herman Narula,10/31/19,98702,Oct
1368,How we're helping local reporters turn important stories into national news | Gangadhar Patil,10/31/19,25164,Oct
1369,This ancient rock is changing our theory on the origin of life | Tara Djokic,10/30/19,979479,Oct
1370,What happens in your brain when you taste food | Camilla Arndal Andersen,10/29/19,145371,Oct
1371,Reducing corruption takes a specific kind of investment | Efosa Ojomo,10/28/19,44996,Oct
1372,A bold plan to empower 1.6 million out-of-school girls in India | Safeena Husain,10/28/19,38909,Oct
1373,Why language is humanity's greatest invention | David Peterson,10/25/19,88121,Oct
1374,How community-led conservation can save wildlife | Moreangels Mbizah,10/25/19,57957,Oct
1375,What the US health care system assumes about you | Mitchell Katz,10/24/19,62914,Oct
1376,Why you should shop at your local farmers market | Mohammad Modarres,10/24/19,61374,Oct
1377,Creativity builds nations | Muthoni Drummer Queen,10/22/19,33548,Oct
1378,A wall won't solve America's border problems | Will Hurd,10/21/19,36256,Oct
1379,The dirty secret of capitalism -- and a new way forward | Nick Hanauer,10/18/19,2509245,Oct
1380,How we're building the world's largest family tree | Yaniv Erlich,10/18/19,41106,Oct
1381,How couples can sustain a strong sexual connection for a lifetime | Emily Nagoski,10/17/19,203785,Oct
1382,Can seaweed help curb global warming? | Tim Flannery,10/16/19,69573,Oct
1383,We need to track the world's water like we track the weather | Sonaar Luthra,10/15/19,45719,Oct
1384,A new way to get every child ready for kindergarten | Claudia Miner,10/14/19,63059,Oct
1385,4 questions you should always ask your doctor | Christer Mjåset,10/14/19,115774,Oct
1386,Community-powered criminal justice reform | Raj Jayadev,10/12/19,40807,Oct
1387,This could be why you're depressed or anxious | Johann Hari,10/11/19,10628653,Oct
1388,How we use astrophysics to study earthbound problems | Federica Bianco,10/10/19,39676,Oct
1389,How climate change could make our food less nutritious | Kristie Ebi,10/10/19,68167,Oct
1390,Jacqueline Woodson: What reading slowly taught me about writing | TED,10/8/19,266117,Oct
1391,How deepfakes undermine truth and threaten democracy | Danielle Citron,10/7/19,77840,Oct
1392,How your emotions change the shape of your heart | Sandeep Jauhar,10/5/19,352196,Oct
1393,Why you should be a climate activist | Luisa Neubauer,10/4/19,89781,Oct
1394,How we can make racism a solvable problem -- and improve policing | Dr. Phillip Atiba Goff,10/3/19,84966,Oct
1395,"A ""living drug"" that could change the way we treat cancer | Carl June",10/2/19,119355,Oct
1396,Inside the bizarre world of internet trolls and propagandists | Andrew Marantz,10/1/19,191378,Oct
1397,How one tree grows 40 different kinds of fruit | Sam Van Aken,10/1/19,241926,Oct
1398,How we experience time and memory through art | Sarah Sze,9/30/19,71524,Sep
1399,How porn changes the way teens think about sex | Emily F. Rothman,9/30/19,602862,Sep
1400,"""Stumbling towards intimacy"": An improvised TED Talk | Anthony Veneziale",9/28/19,90285,Sep
1401,What happened when we paired up thousands of strangers to talk politics | Jochen Wegner,9/27/19,54188,Sep
1402,A climate change solution that's right under our feet | Asmeret Asefaw Berhe,9/26/19,115587,Sep
1403,What I learned about freedom after escaping North Korea | Yeonmi Park,9/26/19,2549996,Sep
1404,How I help people understand vitiligo | Lee Thomas,9/25/19,763467,Sep
1405,Can we choose to fall out of love? | Dessa,9/24/19,211190,Sep
1406,Emergency medicine for our climate fever | Kelly Wanser,9/23/19,43403,Sep
